Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Class
1.2015516338210392,0.5501785034545461,0.490506850746252,2.6096444705278214,1.3804368500617423,0.0
1.7692139755327374,2.5551614879951465,2.2178703075727353,1.8309931039751188,3.2553157863772353,0.0
2.2632371669136004,4.04581209524447,0.6913691035286773,0.5063315203114491,0.829527529956839,0.0
0.8098142697854356,0.9756311314741775,1.4597002511575856,2.2492680351818466,2.8287194205692785,0.0
1.7748883872486059,1.7145779771488165,2.9168664584325326,4.0709051374647665,2.5978185046025497,0.0
2.514243570639845,2.2920314473991255,3.2791076261675185,2.243484873186832,2.7139025210625567,0.0
0.88151765339439,1.3014659888734634,0.3630097396507952,0.21371243665386652,2.6259971981442733,0.0
1.9760367472957174,1.9624518178383439,2.586544826200509,2.9915360256772034,3.281929383789806,0.0
1.7228195207859962,1.7795635114397568,1.259428340542645,2.542607484540671,2.4083986205938066,0.0
1.139671268349955,2.371486504419359,1.8436056923429562,2.83775893051227,0.8821470297380278,0.0
2.4807046370173094,1.1736962099583317,1.9827905469597082,0.5345831586488015,0.4728109660155311,0.0
1.8517653057870436,1.2869306902664854,2.6707373640101073,2.2334664606532035,1.5472268253141883,0.0
2.361154272543159,1.8386795920748604,2.362602224521266,2.511639736807771,1.498447125530182,0.0
2.4029475587689704,2.905416055942783,0.9325481855686584,0.415780244274359,0.7480018145663971,0.0
0.8891373365096342,1.0055034720958695,1.7834544959050747,1.9034530535596277,1.3136482847716802,0.0
0.35094461620492146,1.8048958324469515,0.48102129127882476,1.7257847208102006,1.045873894764091,0.0
1.5127385256489734,1.4524452313128005,2.4961851566500237,0.9146149742766554,1.3290197874946355,0.0
1.9142853318797632,1.0169090137261376,3.0415674888055744,3.2922960895305904,-0.3893141487520575,0.0
3.10792538170373,1.9733687991938582,1.0214084481985501,3.8364992443361814,3.2976827764847823,0.0
1.6469807753163332,1.6070212233394385,2.205045993527061,1.2907188662759626,1.1467939690762923,0.0
2.283608840401227,3.2069086200648007,3.1859105051307015,2.4736025034305253,1.5326827659537012,0.0
2.086724217488153,1.8951738465522907,1.827702618616062,2.744181154515789,2.22393932871103,0.0
1.6892956418278446,1.182740598438325,0.6174040992076688,1.842200928706954,2.180571528968031,0.0
2.9892233059844515,4.730695234116773,2.0391704899512226,0.7806994421370481,0.9294532659101462,0.0
1.2293738416825275,2.5546727861818694,1.8060150827432293,2.1207586685669852,3.0469275839698238,0.0
2.9352037779534714,2.4491109012262418,1.1390651244143437,1.61857844107878,2.4895823656509997,0.0
1.7213109668192783,1.8017828827443563,0.9304092412302083,2.4503515152488053,2.1726332547334146,0.0
2.85458809640538,1.6978002960748733,1.3584516533355253,2.409551024290796,3.908960551748483,0.0
2.9064543476883835,2.470666026249183,0.9698482971283591,1.099858145211616,1.7339667498297833,0.0
3.310889474775788,2.935955357477705,3.227558520139078,3.494561393442674,3.598385706611438,0.0
2.424651838361092,1.5673211750695593,2.1933145082777137,1.318880534476893,0.6803519439671613,0.0
2.5774574986304177,2.3278213313859992,2.852296357492567,3.4385658464500635,2.714826927743167,0.0
1.9067426441501254,4.28559667138965,3.518624163119104,2.4535243473707817,0.6398855952475979,0.0
3.185648414987841,2.3039842248172078,2.3106167591669116,1.4849331503804604,2.1765673078292824,0.0
2.7580866870265615,2.87738082688079,0.9489687960674646,0.3852010700507271,1.4424224401190022,0.0
1.1958506418958912,1.9823494638049595,0.4374300493044312,2.5618364514977023,3.538415405049202,0.0
3.7051285406564913,2.7176706894677443,4.141333252551071,4.162083074630764,2.48059705756523,0.0
1.2969692516620153,0.7226109116791808,2.437359019532336,2.763917713454914,2.549055718002802,0.0
0.9200541036455216,2.23908861722037,0.484907429066773,1.5361673773982893,2.751649718469584,0.0
3.2230972975836436,2.626149591516823,1.293235426666767,1.2023225743958923,1.4547414093873696,0.0
2.374901003082029,0.7930374612997904,1.986905342488081,1.3567828716183734,-0.4013144417798755,0.0
1.2980182830926847,0.41917017173871063,0.8558160183013603,0.5743915445463048,0.11071311333636635,0.0
2.837210736449835,1.8079133427550713,0.3443405970530695,0.6854003835306481,2.1249289622967904,0.0
0.3619594087212139,-0.014954849706179996,1.9508340993797482,3.4768933529515818,2.4221637542705845,0.0
2.748867962188446,1.6753405774357457,0.9827265808025596,1.8697062180946924,1.6804467162525807,0.0
1.5039445784028527,0.7165373675444144,2.7958628152316116,1.6703727841161413,1.5394042010662798,0.0
0.7437449520262562,2.426445495277013,1.9010500253259761,2.6847013840060336,1.6393877290589216,0.0
2.2123349393307894,0.1255245646602896,2.9929524157124803,2.242013637490225,1.0088288103944087,0.0
0.5609196936316678,-0.031144567371445664,1.588303710615937,3.0273993468531746,2.8922424189915805,0.0
3.796487240324568,3.3090370347763063,1.845930091920742,1.0570053233078185,3.188667853129295,0.0
2.1760283388394184,3.649258900237109,0.3132134268567084,1.1880975687385222,0.3160237206237835,0.0
1.2880910029327177,1.5320302535442347,2.288311770219597,0.4253336119861413,1.715751795598454,0.0
2.469171530553848,2.5706556100822358,0.6602024381276392,2.7914480352127375,0.14232166407645153,0.0
1.0498652301161502,2.7760878865733893,1.9184896073292688,1.460442914514879,3.4589738732337145,0.0
1.3765955129612122,1.3830419961539646,0.683457095334181,0.8457188811916756,1.3978437000915083,0.0
1.6031657888769761,1.8754844185344763,2.4233609731329406,2.666566681356186,2.695494960048861,0.0
2.307978555098674,0.21662217137628081,1.9421913587444106,2.5836352211105247,0.8693556774155904,0.0
2.491423783264661,1.9789158342971018,1.0205590507853082,2.4342737483860124,2.4445933768538177,0.0
2.770356236116339,2.817595537699713,0.4490499191208541,1.1020352487712113,1.0856523647430614,0.0
1.5012467209981057,1.846277168500694,2.211101936710824,0.8898582807061821,0.07624549119717083,0.0
0.38876105204455236,1.4697902069004902,1.6345154784736313,1.851915917093331,3.267409039696533,0.0
1.711783966638778,2.6774480760343637,0.9093592013210845,1.822022802305736,0.47353538320315325,0.0
3.3561190220008603,3.60023898903602,2.0891371061350004,2.5981502588195857,2.320257654646431,0.0
1.1274327760397092,2.7208091980349276,0.37145220364818754,3.06996243191546,3.7045089039797827,0.0
0.37558831593302777,1.0783208123511994,1.7312586058953554,1.6699869701660364,1.452046709537549,0.0
2.364511959539934,0.6108074961542436,2.6717419406657297,1.9074125845401881,3.0209521511279256,0.0
2.215694615918271,0.19786996392648182,2.8101300828858577,3.5626622086138937,2.3208921179351876,0.0
0.6054405644013456,1.063330533591031,0.5161303573640705,1.2023746285295704,1.0455438371176973,0.0
1.3097318228490398,2.2413338176491204,3.2019974527105024,3.310631634109633,1.0887171764136119,0.0
2.7759664811716656,3.0822869238286508,0.523414573351833,1.936611331323501,2.0465826787848918,0.0
3.0840991472752544,1.9816923790483585,2.4143706342531366,1.2138930713985734,0.40369863119820737,0.0
1.0120303258596377,0.47227179103411276,2.8912408387898583,1.5252825824258818,3.010338556536184,0.0
1.6319596783471468,1.8616572749101836,2.4923277564032427,2.8700045823235794,0.7383513307605125,0.0
2.598718949538309,1.8153233890823954,2.0532311221684534,1.9529888095662387,2.0746489801370314,0.0
1.2897425420930224,1.26309837880246,1.7039915421114935,3.9780011288048134,2.140376992019607,0.0
1.9329589340388895,1.4958736724264732,4.144678039071225,2.49210376657326,2.938296615514421,0.0
3.4879645320110138,1.9619409943039856,2.449523363603651,1.4094399897603573,1.5814202982338736,0.0
1.4296746539818226,1.3098616422200768,4.052409825008905,1.6147135650193976,0.273796824714142,0.0
1.399905971317752,1.8452164362484533,1.7214115212070755,1.727705844684752,2.690103774592977,0.0
4.538249618978334,4.192849427969231,2.2201869742570084,1.388101272950431,0.8375518090024383,0.0
3.25102504969003,2.226204495583378,0.4483636963866613,0.5596848935610037,0.7214029963955575,0.0
1.4338396626225904,1.9850774701295317,3.0926375875327974,3.7367286365142522,3.35665437052668,0.0
0.4656810057151177,1.502888331659437,0.9308489534641586,2.6340060754772403,4.320022904026432,0.0
2.8031319337403273,1.2181617321235296,1.8746074446361707,1.7148250219170793,1.5860435489256468,0.0
1.368731229579627,2.6588164767278806,1.0010660146337713,2.024561812527853,2.346339131820377,0.0
2.9352136249558454,2.2270197860646985,2.660115191089091,1.2527011986706476,1.645009815950531,0.0
1.4187130866080575,1.3317889989614624,2.96306188002054,2.757068069907429,2.692029705712348,0.0
4.046729084839942,3.6034472827111093,1.0934580558642235,1.35653242500715,1.4742115746074103,0.0
3.177650337239325,3.1431258636128434,2.197235924413203,3.291584135282637,3.7137033059096076,0.0
3.314672668642127,3.6536460712874392,1.55013220041655,1.7904573307145122,1.0151066448484207,0.0
1.7953129814097515,1.4113946046800232,2.0672510922270773,2.073247344672412,1.6647867203490063,0.0
2.078750278602294,2.2695343473592633,1.499472591527451,1.3841880503325177,1.217401404263616,0.0
2.5104118485094395,1.4656864555321905,1.8729974527081443,3.9367731505988255,2.9587879240007844,0.0
2.7794741454106626,1.6057397558084219,2.0892541428229854,2.3991080893801264,2.7425505068511686,0.0
2.533875679119485,3.9087834713244938,1.6750976678618466,1.4167499265266525,2.902541488333044,0.0
1.2648756060857878,2.2754777412701555,2.068054695549105,2.387716077154107,1.5157256328540902,0.0
3.0838415540864537,2.0548172634147024,2.0552666597750076,2.110116981740961,2.6936157043709277,0.0
1.3423752236517639,3.0276034175687796,2.790781552751943,2.400179315475472,3.2885353040833136,0.0
2.6162451693235425,2.3126815042238325,0.9471789249259164,0.8516173900864461,0.39765970989821775,0.0
2.5802133183219977,1.5463172861154362,0.6688780622630235,1.0141837080763574,0.9805954797605232,0.0
2.1481796307427246,1.586903264222851,1.7064880741217865,4.365516037451909,4.858677637814416,1.0
2.5116032340952192,3.6097837796087444,1.867715927612784,3.404550432063702,3.6660841366882524,1.0
3.9438164274138696,4.81191855055649,3.3223297976608746,2.2647782560593313,3.3419001546596787,1.0
5.05656211793546,3.9112716343123104,3.61522027446258,2.470987645484158,2.2501596075505383,1.0
3.592616922903149,3.510963714439323,3.244464492407789,2.894217226578044,2.3505611094104686,1.0
3.0812281144842406,3.935845284950006,4.951411275847171,5.041582175263734,3.3185777408367647,1.0
1.6602893737942237,2.9526028889585487,4.675159257924886,4.6911734579810025,3.354651588900269,1.0
3.0330827032322594,1.7067265094270512,1.9882780046107875,3.87481613537686,4.629696878592897,1.0
3.8333006789241706,5.141749386999246,3.5327478834328323,5.160602229158186,4.275258587276558,1.0
4.952848561522316,3.7153596678895386,2.102043641096045,3.3851910692970564,3.4303901823476575,1.0
3.600779886416357,2.5310153353957574,3.57069321105722,4.1352605164689775,3.865763382902174,1.0
2.8803004733912485,4.32107306470336,3.7445360836348396,4.929498410757479,4.725879859341211,1.0
4.2195489467782465,4.780000395668262,3.5215116709207486,3.345447026674871,4.0918746827999986,1.0
5.455323437055277,2.881419867507787,3.795309486083642,2.6003434504731637,2.8320699235011633,1.0
3.495014583511657,3.634901562203686,4.2378504337059075,3.0677607716566864,2.782092027445013,1.0
3.1712525536380687,3.178505528091641,2.676489539106141,2.616092516039637,2.6044664512702393,1.0
3.3896630406602393,3.5026618451160925,2.867050678321845,1.9457238659600327,2.3815234492314623,1.0
1.7332983923450551,3.327487436083519,1.3050164175185721,4.002223083030803,4.497629857283004,1.0
3.159906952890558,4.065694826673971,2.152068093246765,3.847099201819002,3.5363750137888377,1.0
2.1359306575372683,5.7105579405285205,3.967926773267718,3.3659256320263986,3.9870382472983437,1.0
3.1895930727241137,4.401845398393067,1.1717529037636947,3.4516211550938674,4.176847808586502,1.0
4.526738853985787,3.3318467270298964,2.201196657188338,2.5788876844917485,4.989593040097814,1.0
5.030000745651036,4.946642836554188,3.0021030462139144,3.4278575396116895,3.238971793250193,1.0
5.101985414980878,4.001203164691741,4.998216838531006,2.8808824240102058,1.6836311115564833,1.0
4.248502201489111,3.8839022410141966,1.4837225541937975,4.563427279447202,4.471265494755919,1.0
2.8928227325327414,2.0071714258375204,1.9913523883621143,5.742631987507606,3.8749052935847956,1.0
4.53298761885976,5.381509459516347,3.569506222252132,3.822301256211583,3.670024201346747,1.0
3.9948494851663097,5.459304843217877,3.811724487847939,4.082785790927003,3.508006795032741,1.0
1.4416724781688295,2.741062954818567,3.245611284930131,4.787054425012526,4.601737645347687,1.0
2.6830235677464707,3.8805776216722667,4.1561000466860545,4.372379125285978,3.6370167689238095,1.0
3.9324664169870256,3.9029054582868246,2.6369801210105885,2.9438226299451005,2.3929657135806233,1.0
3.840876330347176,2.127250064627285,2.2857511585087322,3.216737763070764,1.9320288003730282,1.0
