Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57,Dim58,Dim59,Dim60,Dim61,Dim62,Dim63,Dim64,Dim65,Dim66,Dim67,Dim68,Dim69,Dim70,Dim71,Dim72,Dim73,Dim74,Dim75,Dim76,Dim77,Dim78,Dim79,Dim80,Dim81,Dim82,Dim83,Dim84,Dim85,Dim86,Dim87,Dim88,Dim89,Dim90,Dim91,Dim92,Dim93,Dim94,Dim95,Dim96,Dim97,Dim98,Dim99,Dim100,Dim101,Dim102,Dim103,Dim104,Dim105,Dim106,Dim107,Dim108,Dim109,Dim110,Label
0.0976261440600584,0.08486237800333116,-0.05368889624500961,-0.13011862085988996,-0.2240901875035192,0.019073968834232485,-0.042133405260590576,-0.06590237127236054,-0.0947698495343682,-0.18686215864986971,-0.13924353180824606,-0.0337913415062512,-0.02420589324300321,-0.3861433314695451,-0.07740290794830398,-0.032290537089468184,-0.0067559327758647085,-0.15006470693006768,-0.11216832295581108,0.05977448091588637,0.009720037091448058,0.09525911333174596,0.21226750782732626,-0.04023306744418628,-0.2169405900655042,0.5073430122298268,-0.12925798394579766,-0.14565291013285817,-0.020989279100730944,0.07126501410506025,-0.08708581188765283,0.03747682367057312,-0.12911837907106175,-0.12301007170074599,0.2750451822256679,-0.09952810417688493,0.3150871787937672,-0.13027704664043438,-0.07272650177564421,-0.1567765198813256,0.13860589378806476,-0.04847181099241446,0.18192417591403798,0.03547822589779953,-0.004722165756956345,-0.10518797210466305,-0.08411775920054836,-0.08772633455864354,-0.1594528433980995,-0.2258922912249537,0.07269357846907826,0.0426298526653004,-0.29612873649991334,0.14803183581360196,-0.29518911520593427,-0.0742113779528845,0.006652185323291788,0.06021780264118523,-0.09317577729462419,0.301335880085169,0.13662308603904308,-0.19893281369197768,-0.08410996631233753,-0.11747762689371122,-0.026961604988796663,-0.2791219146308661,0.11941328024063944,-0.016677349283234843,-0.03325696844494043,-0.05254232652109754,0.032137211217734905,-0.04978908747117003,-0.17107100433513123,-0.23343115890493726,-0.15699684515953538,-0.12986160394319984,-0.2986336528277849,0.11639804813692255,0.04346557634891294,-0.004735867503089391,-0.04679129838038216,0.0773555254404514,-0.08588994076668205,-0.07239316836679732,0.05157086216835373,-0.1240065818001512,0.06049858244987207,0.09831564131670661,0.19782612534833646,0.06930591196397916,-0.10866764626785697,0.16636898659578753,-0.00839417920462573,-0.15912266742625814,-0.20607201581362486,-0.01668101977904292,0.009433555269330532,0.043528228380196904,0.1289412332818073,-0.09906519950032544,-0.05733543780613828,0.006278020477074727,0.029662742216614323,-0.19931430914827408,-0.08357217680264735,0.1403515915593319,-0.1095704971490977,-0.056590983406673886,-0.09007908006141241,0.11949164689318784,1
0.031879315853339085,0.04709916423064055,-0.1960345349423455,-0.2744699234207778,-0.02686395061645252,0.028482730631521323,0.010577922376097545,-0.1075915321517677,0.023520776874995347,-0.1130230385182695,0.0484916205419508,0.057641586912550946,-0.008544674791401767,-0.05951329565003127,-0.1313146792769306,-0.14548081491109915,-0.15773692383940785,0.2713343434338109,0.12883476826384715,0.14496828679713158,0.011394411474161857,0.1011422306425415,0.04022738240771253,0.03879246191887592,0.020363803454025227,-0.08799070128315784,0.17058570400094428,0.05556487842587625,-0.1132469142521559,0.12569988940406795,-0.13825301142445012,0.28439669111621657,0.07058747831838336,0.21879787081194668,-0.10055607737302494,0.04582847527281259,0.07479020098917893,-0.12758739396034657,0.09606797860533131,-0.4755063188307211,-0.18992617822074348,-0.18733830877739116,-0.13414268522786305,0.149266600717669,-0.021683978658420235,0.12570003318333234,0.09731027178644036,-0.0028080538181625373,0.024950407149181238,0.31619527802917463,-0.16399826924331046,-0.2702795845708158,-0.12328341123232744,-0.1520444101722678,-0.13619206462052422,-0.0809471844590417,0.32023598931511804,-0.1985033340213318,-0.0936408365257914,0.04514138059593201,0.05765159819278691,0.008619596203905565,-0.2253388206417114,0.10664925560767592,-0.008287079175938397,-0.09832510492372595,0.22199005819154605,-0.11108565725645114,-0.054551043006662,0.12087435220246727,0.013033010795762547,-0.07360784849856933,0.07868923755362062,0.11647450600933783,-0.13988005393277592,0.1329917113980552,-0.017802868148810505,0.21095351043001967,-0.17317726535782002,-0.023367606727815054,-0.22625715878673341,-0.10944981480192352,0.05312164292533793,0.07452996168088753,0.11944477041967419,0.1829673598353046,-0.12421244997614989,0.17272316133709745,0.15714506936559888,0.2308621932242393,-0.0749075899132865,0.008864330220676201,0.14476357034241913,-0.19835799146443975,-0.09242161336287748,0.046900815903919035,-0.3794039920490604,0.004423611931110025,-0.13600217398527203,0.029823383221439424,0.01888274169421558,0.151621985666186,0.07323643402133209,-0.12429433779882691,-0.02584963694430709,-0.08618691377156922,0.12779737393043356,-0.06486697630182475,0.11777052118729497,0.04750941835255687,1
-0.07701065361988664,0.04873142006172744,-0.16195628514281946,-0.021085374326144133,0.006406720207359494,-0.18756918200019163,0.1531941991173988,-0.05986736974019018,-0.12785457840340725,-0.03248421678758564,-0.20275736276775752,-0.18739017335844593,0.024691569969853052,0.020451380725775816,0.09373855882141373,0.02421084140602671,0.023970538276541505,0.019881153235088107,0.21753804013409112,0.08190216566252631,0.20983542659352536,-0.1510569900582097,0.03339693976494944,-0.04082171090083662,-0.023304245463922853,0.19829272542472523,-0.08300073241126504,-0.11993799209262346,-0.0032240097719492076,0.1255550890614762,0.24234019223088388,0.1726111350032742,-0.08303886813589938,0.3289126896517997,0.2955859481661321,-0.162348975888649,-0.12060937199041598,-0.06356363601570514,0.043822849540740685,-0.08357573053958957,0.25769053582785956,-0.07768385249185655,-0.09171938984177934,-0.12177604838165138,0.15622194756262428,-0.09766992620237239,-0.06698433083666087,-0.12036650632541196,-0.10136364927171983,0.03388837696909604,0.22925895089225412,0.02103080468708388,0.03503689366848898,-0.03194936210078192,-0.10216507806971739,0.052940488276664095,0.06465393171049656,-0.15827655308721258,-0.28912700371077316,-0.019579125378966004,-0.14302502136355366,-0.28093603646329746,0.058032537854439556,-0.12740102003595857,-0.018026897748920342,-0.017007566719599222,-0.07356497256397729,-0.11902554412134003,0.0408048266574841,0.18541182097440778,-0.11433147882675394,0.20182624517038766,0.2960658729009398,0.04371347399244106,0.2605544985614111,0.0004380838643905791,0.09572759010640002,-0.20836839401053942,-0.10246585247429807,0.24462668496726517,-0.004542746545189814,-0.1118567014697949,-0.18350922820421772,0.06097111316257704,-5.407783089902851e-05,0.053959734555304964,-0.016391563696251395,-0.22460503311111174,-0.20292945474492183,0.031207098133774334,-0.08210952328041357,-0.010785948522098038,0.14009002741287138,-0.031575418490150664,-0.019573251157179356,-0.1831492436704201,0.028042806974831407,-0.24869459545041445,0.2310633350755285,-0.015668918653522147,-0.3158483127832924,0.26755607843641455,-0.0748803957604665,0.08552077297888701,-0.05407189197314585,0.040496859004899605,0.19379061961998778,-0.2646303396377967,0.031554945047370365,0.17444239361086303,1
-0.08351274969686476,-0.243655889190714,-0.03812905253390968,-0.3216831861724304,-0.4894349953494905,-0.14194338129711376,-0.23825240664324826,-0.11150206284924682,-0.12705429842994792,-0.1792134958841895,0.14872671043026076,-0.30588813202649684,0.118449277809422,-0.06413588074716874,0.13822446485728507,0.0517852773459008,0.024185980450669525,0.13069895184415709,0.0652508472259814,-0.13528324355561444,0.022716984906864104,0.19038159180280012,0.0653523184701405,-0.17443326950443214,0.078648167409323,0.0947830912578196,-0.12986629144682416,0.1602694533668585,0.12559687757452828,0.07011556057626572,0.06820185862866679,0.16504099339445802,-0.006808563535324193,0.04170351559605,0.04977898190560562,0.06446777168826998,-0.06264160203462286,-0.0336102051877506,-0.1372799401373864,-0.109235979891704,0.0002511572770004975,0.035466731271639705,-0.016204246650208892,0.1473340844018964,0.19261423410068101,-0.020226787205069093,-0.11678719507465549,-0.10201549275300326,0.11286350171114376,0.27055992738957907,-0.0476810378660109,-0.07896473126989281,0.21376843953774455,0.03376430762334906,-0.11943951984226867,0.12014405030658944,0.06184105112028745,0.06732818289403104,0.2512959959036878,0.1624318548609931,0.06372456326490898,-0.002120221463836125,-0.16102325671414935,-0.04697441130675007,0.15447997735630975,-0.03106935615280451,-0.11061473855733428,-0.0659908845984487,-0.08534903794474555,0.11882085111213189,0.16542218202670816,0.10546193233935992,-0.0906359746688013,-0.1670042949539252,0.1722146818387322,0.07913642838026154,-0.029993310943422773,0.13854815787586627,0.09619046673198675,-0.01890051423569749,0.2684659249010277,-0.2365815829695663,0.003922078131591297,-0.14235832864136344,0.05547451667921635,0.24350171554078334,-0.24384125186664632,0.06585092013557962,-0.11471330056561158,-0.0571850383880994,-0.13274205347812845,0.16280360823065776,0.09762887498053466,-0.30800242313400783,-0.08294590949909245,0.10126646405322193,-0.22648048249320185,0.1364386332350074,-0.18577428130223494,0.05979142580665628,0.17218652951692665,-0.01563074836984244,0.017594324643718063,-0.13901577813385876,-0.09450273490093286,-0.23987825466351193,-0.028593480988698565,0.05314111349658028,0.028751991367128162,0.08227975311575128,1
0.12471060504033316,0.0015098979557058995,-0.0197655432827389,0.12630035655569274,-0.101865308306897,0.2016308029553362,-0.3055143861003715,-0.2217652058878548,0.2089683368690384,0.039978102636177175,-0.03638632552632895,-0.029010912618399907,-0.06248240003055738,0.13040455894801312,0.06449295743024053,-0.20469155275490364,0.15857751175681037,-0.05354776635784296,-0.3358802340468452,-0.0033781051058627606,-0.17789974304125475,0.05277830366172433,0.11768385579960171,0.19757460002019483,-0.2762241815899046,0.08432680226493686,0.04815926622594037,0.06420085062107893,0.09206076211123052,-0.05485921491897061,0.028057156640425872,0.14956838120174398,-0.198905751577645,0.15414074630358346,0.1947203316707617,-0.22544887666134666,-0.12577182023621925,0.11756445744228501,0.2263022614825707,0.13360451974239923,0.16763379437636508,0.16266101672367592,-0.04550245182428022,0.13214389151801192,-0.19378984339701255,-0.015614751073531663,-0.016530880926710102,0.0008374775476258961,0.04066315206201715,0.03717674184730294,0.1132223872967788,0.2636692015047243,-0.19112220411567465,-0.11007663601295019,0.028285512783653974,0.04665709260822159,0.025467341841185855,0.20211304626139054,0.03237629419392972,-0.08783540030448635,0.08253328262354641,0.08402051602847127,-0.07300283348175762,-0.17345119962842576,0.05023473787425166,-0.2441820682467954,-0.11048448615149423,-0.0738539555072457,0.3263723210486928,0.07139419113910869,-0.19962721534722042,0.21885806328446455,-0.07302990128745657,0.03216580262510885,-0.05167381693102906,-0.15329677013457932,0.16480831736709955,0.11367368410742652,-0.1420926025183668,-0.09443407565679024,0.16016795269851303,-0.4565136614473959,0.06346376175282044,0.19118427500640855,-0.00495908154884973,-0.01632924113358434,0.06598978399045138,-0.09560091601120255,-0.019956607799160888,-0.2091135738595175,-0.04746656195291171,-0.0051163291856808485,-0.08402896866925076,0.04732090393924121,-0.017888347984502964,0.02147763419881122,0.22284587920291615,-0.03509536876286025,0.03736338394706125,-0.016774874445134477,0.12656371263940924,-0.11381915145357255,-0.24410739963563427,0.029647255663360635,0.088804322390089,0.12205292303803203,-0.04867260293899123,0.023708422547015752,-0.21662045479272563,0.13249718645528946,1
0.10165079355516354,0.17059629785110464,-0.019366277599940234,-0.0284257661117559,-0.02363980099973914,-0.2312076507931378,-0.043306509633211296,-0.0066410942476568795,0.16841691676291715,0.15645648768481005,-0.011049819386922285,-0.06471715421120798,0.07236239641090825,-0.13250462876806407,0.11943075142829974,0.06263188930152981,-0.014129498961865593,0.02079008927403879,0.04090334670520191,0.16945200648337644,0.02077524147254533,0.11084562533133384,0.10670023829084017,-0.14616739509610285,-0.034725741121143246,-0.030830078444754733,0.29452974533841936,0.12517207061320607,0.13721631868488054,-0.0001288274800363493,-0.36502111271865784,-0.12132833452022744,-0.08978274944450601,0.03199289986730178,0.09183553445840308,-0.10743567232272302,0.07152215848052179,0.27399119792776194,0.27522198380803936,-0.2449994536347637,0.0033421941609776224,0.18180997494119233,-0.2394298118072753,0.23710444229125105,-0.010932813630959784,-0.25025358573810763,-0.027884766709492352,0.0038924376360447675,0.11259656153647793,-0.012099538234820895,0.005706484952329189,-0.02993713300399094,-0.11311940079485505,0.1116304703891926,-0.0644976807036101,-0.130616395466966,0.046347975994609845,-0.12554491120173764,0.02169881551756529,0.02228056036272395,-0.1560638270587338,0.126903616765304,0.2390825774713173,0.11630518196127587,0.13065068492835327,-0.08429000581029479,0.2150278832294999,-0.06371997833960907,-0.13988336437977733,0.19334013145058745,0.00570328398693648,0.028303163589281442,-0.15012535084861695,-0.010492160506162616,-0.010471765928957813,-0.04224472214406268,0.4505473377340453,0.21272353458812127,0.0257725836655455,0.1736210584545339,0.14553045970041795,0.13369606790427596,-0.034456516936973595,-0.3021785606073871,0.12918630050397936,-0.01445813648097427,0.2986168543821548,0.26447434358064803,0.036157848332208344,0.05218439505165687,-0.015374093684468782,0.00889688582281236,-0.03262070851353087,-0.08907286166873274,-0.0957927711613776,-0.11819322354416295,-0.05795852763079336,-0.09771901106620345,-0.19484498388790067,-0.3065566923261307,0.03137114855017218,-0.043748763064314876,0.026993925077007735,0.19669083182439395,0.25328906802721485,0.021045656678813463,0.17043580122864943,0.00631727422963594,0.005339969812912512,0.03537901305993661,1
-0.16894457627302692,-0.05618099591147946,0.25053632052486546,-0.12587804005159148,-0.1555182962613871,-0.17961377093365372,0.32331636916298184,0.2312591560658313,-0.1992318085508858,0.0426959688320351,-0.04920020305851258,0.016010141657467884,0.02707471831358323,0.05822646003299111,-0.08220308787465673,0.10934067722827243,-0.028169330537213627,-0.06660911983030646,0.005055761845491199,0.032593462819722946,-0.1812459627526355,-0.1517562137649725,-0.2110994996457548,-0.0005781889720849729,0.05013885220768548,-0.020812340757897452,-0.029510246570501754,-0.16287143289517875,0.07020612814482842,-0.12023402081401724,-0.06694287322055222,0.23216675828234878,0.057520944360604606,-0.25883296244789683,-0.11305588409336292,-0.056324941013501544,-0.19468385362271193,0.0029738503611439725,-0.005253586299343818,-0.25139999903551,0.1360251244230632,0.10673821253069227,-0.15764818207715076,-0.1941659351604011,0.029900897035779715,-0.042816022726573616,-0.07642208226468009,0.047696466379566635,-0.15396205913211602,0.19507675154642498,-0.1835520446388891,-0.05500237213490586,0.16464991211337127,0.08174617430068712,-0.09326920974020424,0.22707282601937454,0.1557623524393059,0.23492002472456772,0.03558023363815284,-0.06041315904831025,-0.01771296779794425,-0.0812774569972889,-0.05121228526059532,0.07251580043632117,0.1577206477962934,-0.03858993391914446,0.16109046298317464,0.14074903483585324,0.06412129668403134,-0.048478249678066646,0.24826521262761217,0.11932165388729324,-0.045618683595034,0.07556868087840989,-0.05779567268531233,0.10521174403277608,-0.06596031368717899,-0.1270420690597287,-0.21118937248025024,-0.1997424130514408,-0.0995802753320147,-0.08715787225494738,0.13246430413600796,0.26189757986515605,0.12163490118754439,-0.0834690094223099,-0.002808501334096016,-0.2647446677266963,0.2650926643372776,-0.09768078046778539,0.14712615193468837,-0.2016269429162136,0.07882418650129344,-0.3510670261039747,-0.014968072426685804,0.3633681733392723,0.16512047582753359,-0.20063358664986544,0.061947061249147395,0.06240436022032727,-0.04931984723897727,-0.07537910722430735,0.032308701633879354,-0.15413002824567068,-0.05659807854369632,-0.05593767934526729,-0.044954515713037276,0.24047447116883847,0.02533908971683109,-0.0703787683083718,1
-0.02562279223478564,-0.05001330664585814,0.02615738782145868,-0.24338095244625008,0.0062811536505106005,0.07568451320318267,0.2430444743732518,-0.03144629454493921,0.06576599971801053,0.0868576170688389,-0.2178478377022234,0.12282822044977493,-0.0489233676179501,-0.18608309468492162,0.2181894601738013,0.12752586323565285,0.06205042151063482,0.05405539267521069,-0.23812275254428533,0.013694382441369016,-0.1064736828504988,0.07214268882547496,-0.055302949235283436,-0.20943539989013907,-0.055610903755824004,-0.2591755809824649,0.07435132088394414,0.21023684954301525,0.030748290896797988,-0.10666937426511225,0.13098631224461316,0.09910284040589952,0.06840457378445634,-0.05788140949285618,-0.034068962352775456,0.005801628136288902,0.03843331696393508,-0.04417929020680502,0.014188102517577739,-0.026280232225440167,-0.2796286082520204,0.06771604468898261,-0.11720672366356033,0.12424844595758153,-0.0757833828328416,0.09997663920407429,0.005553849676700766,-0.12354821516345112,0.23892142842266217,-0.127981738265586,-0.07831226971417173,0.0534388737893972,0.09033574783858411,-0.011043918405996377,-0.01507988875664927,-0.1273577672267206,0.016440991898521638,-0.057794379323204824,-0.229909316402755,0.1528889433607899,0.2621086773085485,-0.10197688640387026,0.12736340599143822,0.05576434690357966,-0.2962098712581609,0.4545872747742392,0.22178217916398527,0.2580133381539699,0.12491454465464041,0.15407475550535768,0.023236192267685647,0.08793315402617419,-0.24011823731173842,-0.16529439276192237,-0.1975202073057204,0.24157348958512828,-0.15027654442475147,0.10819972245680742,0.08715713918105154,0.06873585836964113,-0.0953651125139705,-0.03832166306628005,-0.15993695212942063,0.09473483814546135,-0.033498797678317455,0.005526982578852666,0.10760440355881659,-0.044214787689570156,0.14715092211173417,-0.05833684277886696,-0.03976599820540734,0.21455899606894105,0.1985873899054681,-0.20368498366032128,0.13961792519316923,-0.048062571280301225,0.1551216503948958,-0.06600765068464509,-0.20772754314596797,0.05749262157939433,-0.05814068887595297,0.09867595614797804,-0.11128812324828702,0.04013057191674157,-0.08540513671210079,-0.17976086465247132,-0.12140308055773416,0.32960017580101286,-0.0017602999412111892,-0.17458729997242237,1
0.2042236975529039,0.2783179506179128,-0.0005628184661943392,-0.04661006247035707,-0.10475434891197205,0.06945527381570221,0.24026642267087306,-0.07822930725231206,-0.03795421505739619,-0.017476439304439432,-0.010868505285285749,0.11508677106569527,0.2060281390611299,0.07182970419841375,0.16377052371545964,-0.05326556062557658,-0.237417591774926,0.13751216119998044,0.032045754849102784,0.025193941566116415,0.17488630131121,0.31631377120204074,0.0479104095924481,0.2933403641476857,-0.2857038016226543,-0.06598012206611763,-0.046016261267588406,-0.04748206569277351,-0.11567773986934177,-0.041318652673425785,-0.30762912410080445,-0.08240343725275148,-0.14595140622999592,0.1198406218033059,0.15926388522469775,0.09592775749241844,-0.11950233104918712,0.14833151070088088,-0.05533501276470176,-0.14099935232054944,-0.09863054256682524,0.23475071535558972,0.13953683311319764,-0.10238027003854633,-0.06871543334097303,-0.022549953202257014,0.06759410310133,0.08802489579755124,-0.044566022159571006,-0.08379371007572309,-0.0667399855168035,0.2005313416733031,0.25610946967215714,-0.027929644164331933,-0.13319547613566124,-0.3984181402056358,0.011860475124712382,0.06203467327570296,0.12884446448462847,-0.06873156261771184,-0.08840351588435487,0.09213221725116783,0.079136031463817,-0.07591753370172223,-0.17090091035176175,-0.12185181411085282,-0.1418570564550944,0.2139145213827272,0.061716888442779866,-0.02045972524562216,0.1758412377844608,0.18299293905051664,-0.06105948970523149,0.10302193523906664,0.07632728558312049,0.07703538564181137,-0.0559203734640281,-0.260564227537,0.2700987219788616,-0.023500519496148956,-0.10157741427815647,-0.002732992546199219,0.11113463264008772,-0.20110739587968884,-0.09604557033481792,0.030639825673341364,0.060071554182678025,-0.0653983663305943,-0.025402579846229373,-0.1988135565969109,0.455756366719103,0.02541897701327442,0.008600368754772164,0.038922054275931615,0.018790894014118178,-0.03867043163752247,0.1332852392388175,0.021571967682860883,-0.19268977292396064,0.13076584747218373,-0.03151168149511299,-0.12874938260035673,-0.06802378985937839,0.060301229362676706,0.10206770973290295,0.21754714613026158,0.03641813791864792,-0.11242386138278214,-0.03831441936103854,0.08989268323360494,1
-0.0037301301104864432,0.001723881234947014,0.20322586460745495,-0.21392670961722238,0.10190351140362969,0.005694179789156127,-0.09689786519374854,-0.06410082038663137,-0.0373455426730322,0.05166210633868637,0.04991087573577603,0.01051773932450687,-0.01375407278199925,0.16870132706722774,-0.006817834563161783,-0.18403222681439485,-0.016171735578138238,-0.19698411906078156,0.13862759077964984,-0.002368090698780207,-0.08868284045035098,0.18849698759396932,0.11368874206289128,0.20262058876666877,0.017416898067795138,0.11634730604882908,0.09344708690732605,-0.3470607201634267,-0.13227901168238726,-0.0011710881216872831,0.22054985442269104,-0.056469333996565445,-0.18946092153475275,0.030882799567881557,-0.034589934935058034,0.33103306464570875,0.06074606069816655,0.1573494172972692,0.00848744066825935,0.01466745291478969,0.12446736437255948,0.35902160087922,-0.05478647840966387,-0.09273727705475629,0.07506947088651593,-0.07291007327775866,-0.02472858850643587,0.019390370833195798,0.111425712970189,0.20978188431343303,-0.026333340865303173,-0.09371996545856377,0.07976314482947278,0.06671419067667336,-0.32893590754478913,-0.11311131352138912,-0.01921279218909218,0.06686650581690814,-0.17073487363064005,0.1636569601695364,0.24820350763949542,-0.2628410459243815,0.06362016970270182,0.02427875505068594,0.30495314801465756,-0.30439321162329347,0.03465484017654316,0.13510939579010373,-0.2145512669505744,-0.24068604363656926,-0.10940914215086286,0.0387284049236709,-0.14248733683079212,0.34488366823807765,-0.02264397141466691,0.05216781983140972,0.08786274190850382,0.051808736861347696,0.10189586496674152,0.14047305344721406,-0.011343385862196041,0.10041136406064313,-0.09331005823569728,-0.05396380310874628,-0.060854981802993986,0.06616910990133976,-0.07221348114874146,-0.08897993923523749,-0.01333926365721835,-0.13287728291294076,-0.02470941648220018,0.11721068738040329,-0.16437504914076745,-0.0056005208078322025,-0.22383416352364433,-0.18129951859162027,0.09909220428803822,-0.0374585045689007,-0.14104706939769948,0.03837852752404666,-0.13502432840713835,0.26428232553866304,0.08796631599776963,0.16386377119753223,-0.205699251623862,-0.0939257957802986,-0.02613325298340769,-0.20950166977401422,-0.022839267805802563,-0.14621707685814747,1
