-0.36694,1
-0.19476,1
-0.22022,1
-0.23093,1
-0.19358,1
-0.16973,1
-0.2344,1
-0.20958,1
-0.17903,1
-0.082598,1
-0.16997,1
-0.22377,1
-0.28741,1
-0.18536,1
-0.15704,1
-0.23102,1
-0.19686,1
-0.20779,1
-0.32803,1
-0.15541,2
-0.15124,2
-0.12759,2
-0.21288,1
-0.25547,1
-0.37197,1
-0.30477,1
-0.18076,1
-0.18211,1
-0.29385,1
-0.21275,1
-0.25567,1
-0.26759,1
-0.20437,1
-0.28017,1
-0.18037,1
-0.20471,1
-0.19732,1
-0.107,2
-0.23396,1
-0.19973,1
-0.15999,1
-0.10528,1
-0.37416,1
-0.21445,1
-0.18454,1
-0.23785,1
-0.11646,2
-0.14847,1
-0.14151,2
-0.13571,2
-0.17623,2
-0.12707,2
-0.164,2
-0.1719,1
-0.17189,1
-0.16718,2
-0.25505,1
-0.18245,1
-0.1743,2
-0.11459,2
-0.15984,2
-0.14273,2
-0.23315,1
-0.11609,2
-0.22642,1
-0.17012,1
-0.093588,2
-0.14333,2
-0.11071,2
-0.13617,2
-0.31194,1
-0.16887,2
-0.25459,1
-0.19462,1
-0.13542,2
-0.24194,1
-0.14208,2
-0.2696,1
-0.2574,1
-0.13358,2
-0.10729,2
-0.1308,2
-0.26589,1
-0.19329,1
-0.10625,2
-0.21206,1
-0.16259,1
-0.25706,1
-0.14688,2
-0.20464,2
-0.17035,2
-0.17512,1
-0.16684,2
-0.1376,2
-0.23587,1
-0.1895,1
-0.15262,2
-0.12986,2
-0.13622,2
-0.12726,1
-0.17978,1
-0.09921,2
-0.076149,2
-0.1234,2
-0.15604,2
-0.16918,1
-0.10537,2
-0.098255,2
-0.33903,1
-0.14299,2
-0.15988,2
-0.16323,2
-0.17405,2
-0.15507,2
-0.14549,2
-0.17804,2
-0.17323,2
-0.18719,1
-0.21203,1
-0.16078,1
-0.12495,2
-0.18582,1
-0.15985,1
-0.12323,2
-0.10736,2
-0.14731,2
-0.19136,1
-0.21106,1
-0.17187,2
-0.15976,1
-0.16177,2
-0.20665,1
-0.18076,1
-0.14668,2
-0.186,1
-0.11097,1
-0.12619,2
-0.11013,2
-0.29303,1
-0.13006,2
-0.13409,2
-0.20633,1
-0.10507,2
-0.15707,2
-0.13207,2
-0.18706,2
-0.12127,1
-0.14582,2
-0.17304,2
-0.15174,2
-0.17801,2
-0.082324,2
-0.13272,2
-0.12979,2
-0.15277,2
-0.12454,2
-0.20725,1
-0.13706,2
-0.11388,2
-0.13464,2
-0.18695,2
-0.24266,1
-0.25605,1
-0.14486,2
-0.22061,1
-0.13103,2
-0.12186,2
-0.1897,1
-0.30336,1
-0.13457,2
-0.14458,2
-0.21178,1
-0.18523,1
-0.11875,2
-0.13004,2
-0.13062,2
-0.13936,2
-0.1465,1
-0.12809,2
-0.13338,2
-0.16977,1
-0.26871,1
-0.17127,1
-0.14145,2
-0.18249,1
-0.14951,2
-0.16536,1
-0.15918,2
-0.074071,2
-0.14956,2
-0.093957,1
-0.21276,2
-0.10751,2
-0.16557,1
-0.23782,1
-0.13251,2
-0.1845,1
-0.19416,1
-0.2554,1
-0.17283,1
-0.14682,2
-0.21297,1
-0.17208,1
-0.1877,1
-0.17517,2
-0.20236,1
-0.11299,2
-0.21852,1
-0.16776,2
-0.17342,2
-0.23809,1
-0.14528,2
-0.14269,1
-0.18388,1
-0.19416,1
-0.12252,1
-0.11807,2
-0.1385,2
-0.28555,1
-0.29367,1
-0.16217,2
-0.17429,2
-0.13485,2
-0.17732,1
-0.15805,2
-0.20542,2
-0.13376,2
-0.19736,2
-0.14459,2
-0.1917,1
-0.18915,1
-0.15795,2
-0.16875,2
-0.20775,1
-0.13467,2
-0.12059,2
-0.32417,1
-0.25299,1
-0.10966,2
-0.30834,1
-0.14803,2
-0.11192,2
-0.12581,2
-0.2012,2
-0.17628,1
-0.10217,2
-0.060629,2
-0.20481,2
-0.13013,2
-0.11767,2
-0.24498,1
-0.17732,2
-0.21663,1
-0.15152,1
-0.26474,1
-0.18626,1
-0.34553,1
-0.19653,1
-0.30455,1
-0.16327,1
-0.18178,1
-0.16714,1
-0.2509,1
-0.11237,1
-0.22719,1
-0.36175,1
-0.18263,2
-0.14701,2
-0.10832,2
-0.15377,2
-0.12671,2
-0.13326,2
-0.32027,1
-0.12477,2
-0.16641,1
-0.16488,2
-0.11841,2
-0.14759,1
-0.13264,2
-0.13183,2
-0.24822,1
-0.17072,2
-0.16133,1
-0.18334,1
-0.1461,2
-0.13657,2
-0.18835,2
-0.1359,2
-0.16471,2
-0.1217,2
-0.17545,2
-0.15558,2
-0.13347,2
-0.11124,2
-0.13827,2
-0.13352,2
-0.12127,2
-0.16882,1
-0.15678,2
-0.18305,2
-0.28036,1
-0.17756,2
-0.24877,1
-0.10822,2
-0.1741,2
-0.14462,2
-0.14053,2
-0.098203,2
-0.13969,2
-0.1665,2
-0.11326,2
-0.14035,2
-0.16387,2
-0.14232,2
-0.12211,2
-0.143,2
-0.13738,2
-0.19008,1
-0.17103,2
-0.13263,2
-0.12173,2
-0.20139,1
-0.11389,2
-0.2213,1
-0.15378,2
-0.15095,2
-0.12242,2
-0.14409,2
-0.18536,1
-0.15681,1
-0.1728,1
-0.21526,2
-0.12723,2
-0.12514,2
-0.095777,2
-0.21172,1
-0.12656,2
-0.20964,1
-0.094822,2
-0.27747,1
-0.18973,2
-0.12827,2
-0.13405,2
-0.17736,1
-0.17193,2
-0.11805,2
-0.12858,2
-0.21262,2
-0.12996,2
-0.15889,2
-0.1789,2
-0.17318,1
-0.29673,1
-0.22641,1
-0.18223,2
-0.17376,2
-0.15266,2
-0.099716,2
-0.19121,2
-0.17892,2
-0.16695,2
-0.13429,2
-0.11836,2
-0.13457,2
-0.14088,2
-0.24045,1
-0.2637,1
-0.17299,2
-0.27495,1
-0.35365,1
-0.18966,1
-0.14287,2
-0.10591,1
-0.22543,1
-0.16268,2
-0.15172,2
-0.17271,2
-0.17172,2
-0.14422,2
-0.1154,1
-0.12482,2
-0.12608,2
-0.15612,2
-0.17588,2
-0.15608,2
-0.13998,1
-0.13773,2
-0.16443,2
-0.15194,2
-0.16844,1
-0.13571,2
-0.14224,2
-0.26629,1
-0.21323,1
-0.12382,2
-0.099036,2
-0.1174,2
-0.16055,2
-0.13527,2
-0.13934,2
-0.20991,1
-0.094901,2
-0.16026,2
-0.11122,2
-0.16214,2
-0.15868,2
-0.15078,2
-0.15319,2
-0.2108,1
-0.1015,2
-0.034108,2
-0.098529,2
-0.13114,2
-0.14299,2
-0.19386,1
-0.15448,2
-0.11878,2
-0.37946,1
-0.12638,2
-0.13681,2
-0.14371,2
-0.20234,2
-0.14639,2
-0.15478,2
-0.19563,2
-0.1186,2
-0.15587,2
-0.14602,2
-0.12523,2
-0.16451,2
-0.24408,1
-0.14849,2
-0.14597,1
-0.16484,1
-0.15208,2
-0.15894,1
-0.1883,2
-0.15643,2
-0.14086,2
-0.1461,2
-0.15578,2
-0.17145,1
-0.18266,2
-0.10362,2
-0.16159,1
-0.16286,2
-0.21027,1
-0.15091,2
-0.13377,2
-0.17515,1
-0.13533,2
-0.15722,1
-0.13605,2
-0.16173,2
-0.15053,2
-0.14858,2
-0.15082,2
-0.12466,2
-0.15606,2
-0.12911,2
-0.31427,1
-0.32054,1
-0.17742,2
-0.14193,2
-0.14731,2
-0.25815,2
-0.19049,2
-0.14388,2
-0.24123,1
-0.15381,2
-0.1403,2
-0.20469,2
-0.18358,2
-0.15055,2
-0.15773,2
-0.15584,2
-0.20212,2
-0.15767,2
-0.10955,2
-0.18832,1
-0.11338,2
-0.16482,2
-0.13651,2
-0.13475,2
-0.14179,2
-0.21547,2
-0.11857,2
-0.1504,1
-0.15706,2
-0.19461,1
-0.14783,2
-0.14461,2
-0.23726,1
-0.12475,2
-0.14691,2
-0.1139,2
-0.1788,2
-0.1416,2
-0.21432,1
-0.17675,1
-0.16979,2
-0.17105,1
-0.12612,2
-0.38942,1
-0.15988,2
-0.11641,2
-0.14195,2
-0.13986,2
-0.14058,2
-0.12813,1
-0.13679,2
-0.14802,2
-0.20378,1
-0.17518,2
-0.15139,1
-0.14211,2
-0.19359,1
-0.24326,1
-0.18815,2
-0.16596,2
-0.14797,2
-0.27437,1
-0.11778,2
-0.14927,2
-0.13414,2
-0.11876,2
-0.16657,2
-0.1023,2
-0.14882,2
-0.16188,2
-0.12788,2
-0.13324,2
-0.17589,2
-0.17159,1
-0.088631,2
-0.21131,1
-0.10522,1
-0.15691,2
-0.17515,2
-0.13575,2
-0.1054,2
-0.20611,2
-0.17682,2
-0.13806,2
-0.17579,2
-0.16581,2
-0.12202,2
-0.11509,2
-0.13823,2
-0.1953,2
-0.16541,2
-0.14812,2
-0.16088,2
-0.15199,2
-0.15378,2
-0.12598,2
-0.13489,2
-0.17292,2
-0.17625,2
-0.078105,2
-0.18646,2
-0.11476,2
-0.19709,1
-0.33472,1
-0.2298,1
-0.19064,1
-0.22378,1
-0.30681,1
-0.17697,2
