Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Class
-0.10424935551354156,0.5702418507801911,0.6167781969524422,-0.07789961860812541,0.16147125651734415,0.48844770054042574,0.3411489576156397,-0.28097880551116344,0
-0.23909533452601636,-0.9286109059193357,-0.2125060778276727,-0.40065959242126087,-0.6882176346981347,-0.2860688792242377,-0.17737083086241512,-0.2725829635027997,0
-0.2594086454589468,0.7535962594572562,0.7883893592753826,-0.42751303910073224,-0.22012296096575582,0.4602692143605085,-0.06785882234657192,-0.8523495953370318,0
0.5553524312198955,0.9722393868866563,0.27290829777943887,1.006700992844099,0.3474008209580764,0.7515782795389585,1.1062912589340943,0.995465729263118,0
-1.1761261001420278,-0.6729118662281459,-1.0805499645129708,0.02664045040446385,-1.126527586280353,-0.6046758491754944,-1.1875481411148723,-0.8280373089537814,0
1.1008643268124552,0.44153764518283567,0.7195871612575446,1.4065181203058532,1.2524050427090165,0.8266065829722212,1.130810595538473,0.7786321582195643,0
-0.8268129240305541,-0.8717145224261589,-1.0093483601626316,-0.8032024674586992,0.016827439091173662,-0.4132595499425764,-0.6257056676774475,-0.555014493307142,0
0.7928609524701336,-0.4627384272534752,-0.3334799909510003,-0.520912349264916,0.6546355775922753,0.22590979878403036,0.6372785518280774,0.18411317077499503,0
-0.2879264796441897,-0.13596429677694094,-0.41308619230350085,0.6012454738745339,0.36048356453874314,0.18644526745459444,0.1496988905236039,1.3710458688518956,0
-0.5018676469045221,-0.7091315426982875,-0.617042068805019,-0.1385014014835658,-1.4050395558295898,-0.634069936267649,-0.2728759220229334,-0.6598600231231332,0
-0.2601695529853392,-0.13001248018122563,-0.6456425982114796,-0.07971658710011043,-0.7758560231804887,-0.8772449204289829,-0.536158981862534,0.3540046438556463,0
-0.529784587194362,-1.1830928206806923,-0.6692088236537334,-1.0089227396361755,-1.475900787911957,-0.8254326828508732,-1.36446341290498,-0.6267384416186311,0
0.2607538346638585,-0.7554543821173049,-0.8133793814948843,-0.7458199786478651,-0.49937920531201463,-0.6258980049467554,-0.36587366173827884,-0.4673746821282008,0
-0.5385876000753899,-1.5922111286783815,-0.6876906132774829,-1.7282544833327835,-1.039580440318268,-0.7774441915220864,-0.8866861203117478,-1.2849852577132233,0
-0.6568017262027678,0.7348696096880049,1.1214820802212146,0.37033059807473556,0.6597210823520485,1.1179527459612957,0.9387830468957051,-0.4553687341801015,0
-1.0976876213584934,-1.2309859024685414,-1.0160297675806333,-1.2162647194350358,-1.1178020398747932,-0.912157822701715,-1.0209274768368903,-1.4006790579521617,0
0.5627704593668593,-0.5357470748360611,-0.4698632054780241,0.17079813891674525,0.2678322696063375,-0.03258715796967213,-0.35120576994262787,1.3918268275406875,0
-0.8588355132853969,0.7563538237261744,-0.6909117755635262,0.238740312659368,-0.28263719559296263,-0.5303080253293794,-0.08600743048025924,0.1760753714385518,0
-0.34486920594523074,-0.4615950513495782,-0.11473736654501407,-1.554333833244808,0.12188805554876829,-0.2875477235731736,-0.8191041366225315,-0.19096007766287248,0
-1.462909503776477,-2.826251377318199,-1.7849595279483894,-2.4023563940090944,-2.068520527435189,-2.8623777456199626,-2.356054354537165,-1.4649854437093024,0
-0.5797721326185192,-1.838657917426396,-0.45514842000092465,-0.8172131487089548,-1.2952700759331504,-0.9596487906060521,-0.9346943055160324,-0.5263064492402251,0
1.4161945985724622,0.686674412674348,0.7063696714817346,0.44061347718095056,1.4800173574972812,1.2625608738079293,1.1766432887036162,1.392634765513211,0
2.9674969274121312,1.872094634927275,0.7513443311481526,1.8197673733955644,1.6341038282801243,0.14561693476640353,1.6840195094824608,2.8685287412023275,0
-1.4247511551002439,-1.1516511826384548,-1.5339387019560216,-1.5217286023906182,-1.689773334469084,-1.6308944908774443,-0.7846928963866783,-1.7082674002313933,0
-2.6691772512548972,-1.750100921388627,-2.2460701903885836,-1.8039555642893734,-1.4929885314010396,-1.8467825956606392,-1.9564125961422496,-2.228885772217843,0
0.2890189372447913,1.365549159542262,-0.17342480944118238,1.717317054458612,0.9295223502796605,0.3487223046579218,1.7157533694978786,0.9609771485631218,0
-0.30371232203137466,-0.1666292336538604,-0.36915708208299397,-0.6414025337059015,0.12626645041096898,-0.4997761809446961,-0.9126554409593451,-0.4545426191680485,0
0.37959138848216073,-0.37541940513964256,1.2399458061988098,0.4792546477654494,0.12490833628938179,0.7665608109301261,-0.38369422668361697,-0.5406557504204921,0
-1.105549020899518,-0.9478885241784784,-0.24283821364604968,-1.3617770967147096,-0.45420143431611226,0.03384293926972737,-1.0592223675873633,-1.4833362901337377,0
-1.616350549892605,-0.2815179812056624,-1.3611153583714197,-0.9326844686047011,-1.118589896340537,-1.0468964829776437,-0.8015538782722343,-1.4351365118214185,0
0.33486389079864126,-0.20108186616472487,0.5976080921832867,0.5669160757410113,0.3007189976560669,0.6968582954449869,0.29301045910726464,-0.3688364406974944,0
0.9472469833682264,1.4603796097011557,1.2033151991230875,1.5824927990434723,1.6856699897760319,0.4434355715422786,1.6851869592014632,1.5675289497241278,0
0.5207159605687343,0.266005779994328,0.4068705474585728,-0.018872993174268972,0.4481841815890516,0.32541374173238424,1.165656207572364,0.5002511418735464,0
0.595275497895158,-0.6484962096673975,1.0667178669933148,-0.0864192798879868,0.5693704357736086,0.477183806136231,-0.7891681317169359,-0.7435713415537203,0
1.2828199502658537,1.2483460364947032,0.9908750536384882,2.2216234742411047,1.4783579118486412,2.426695425289947,2.6887437943155903,0.8909770434333886,0
1.0824645430785258,-0.23260810529729378,0.2721846047003953,0.11644671035113535,0.5395447016470055,0.06273356445419412,-0.24584321830692565,0.43740469945639965,0
-0.7952400303502548,-0.8293414038687202,-0.15998712062037942,-0.32173906507609196,-1.1035994975076346,-1.0511325387573465,-1.0772795794037358,-1.1040728669530167,0
-0.807383688157696,0.7209813185659399,-0.7692369167573594,0.9977096449585808,-0.47907585895622684,0.4602779963399578,0.0369781323198008,-1.2174913535352323,0
0.33387352556158795,0.5872941203768689,-0.1646614255850258,-0.07297859040785824,0.15631354948880488,-0.5873071348633508,-0.23041864306348372,0.36977141077756015,0
-0.9727658676931139,-0.24098924088326493,-2.1789403216819094,-0.5055122132209752,-1.110414136946381,-0.6203688760706574,0.15097294757389101,-0.8134800158317964,0
-0.708340219235217,-0.848659768645996,-0.05822591446091934,-0.5414976597361435,-0.04758613139881487,-0.18022503702266307,-1.065585235481557,-0.4281594838327501,0
0.09005053423024884,-0.6136102279083345,0.2532734194993472,-0.3101530651723794,-0.0417371927617717,0.7412785515151901,-0.4561419347379612,-0.7119955894205712,0
0.20387940166347623,0.5863754927571366,-1.007720294492763,-0.12348404812953767,-0.15406645502553762,-0.5769697293837736,-0.3694671345230802,0.30516824739038,0
-0.5041692840976008,0.8944037597871421,-0.3175158722590352,0.2952497405057502,-0.7315345861767673,0.24028193324194153,0.45714645207076193,-0.36985287760684515,0
0.44492147653968017,0.20095077871874767,0.3966951351323616,-0.07413235172596515,0.4139187689636829,-0.2558768463341042,0.6128348513868881,1.1874535659334755,0
-0.7305856044810579,-0.93154986816795,0.6528948026037477,-0.8380858801857427,-0.5954819266232836,0.1724431651378477,-1.1014285117601006,-1.3748608951096906,0
0.9654757657816952,1.7375132358549827,1.3526614943983335,2.339743224101359,1.8986589749397251,1.7719187965861043,1.7561948646653491,1.7900607361234593,0
-2.042369874745367,-1.5205303041680842,-2.246369874633095,-0.6277891431567143,-1.3115509207911766,-1.0347432023321823,-0.8750363344761365,-1.363826262642601,0
-0.08508508987768461,0.13440021087971224,0.8064384692931165,-0.46039976067995964,0.15064343378573158,0.3999219070602829,-0.312269524469557,0.41376620490315336,0
1.2900225710086706,0.5275267293910672,0.8745636334127763,1.2664834904926707,1.425642934960501,1.0310716335422172,1.8178680359292343,0.4234798133133633,0
