Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57,Dim58,Dim59,Dim60,Dim61,Dim62,Dim63,Dim64,Dim65,Dim66,Dim67,Dim68,Dim69,Dim70,Dim71,Dim72,Dim73,Dim74,Dim75,Dim76,Dim77,Dim78,Dim79,Dim80,Dim81,Dim82,Dim83,Dim84,Dim85,Dim86,Dim87,Dim88,Dim89,Dim90,Dim91,Dim92,Dim93,Dim94,Dim95,Dim96,Dim97,Dim98,Dim99,Dim100,Label
-0.02774132642001706,-0.1892074649350965,-0.1051182480612961,-0.23456093038180104,0.008119609047410282,-0.26669326471192734,0.3037925046455652,-0.1077257797324292,0.03754790455051238,-0.05828317003971906,0.13937828038267921,-0.24136623745782199,-0.0023885815306517386,-0.20559826842012796,-0.010609714129773285,0.41333620030718,-0.13137139403371492,0.23470824172565433,0.029402783699166102,0.10026873106180335,0.15684057843444205,-0.044723478404465125,-0.08777546300442435,-0.1873290649622755,-0.02373775199224347,-0.1789940204842136,-0.14201595584054316,0.19081564401758339,-0.09313642854603535,-0.14559368332853262,-0.0028969517328051933,0.2662352755023567,0.03724144071254623,0.1874857190875288,0.16972215713842376,0.28936709914691905,0.04008607144126963,-0.004644618238539218,0.021209827504083845,0.0013661871237770074,0.037524156769215763,-0.010160182983062191,0.0788589753414497,0.08806471334005196,-0.00970244388647087,-0.08456458267716252,-0.0529544174123675,0.02239329893912756,0.27797470423516984,0.15151365190312754,-0.007962001455540907,0.1625798133859876,-0.30827303440595144,-0.03604900326987248,-0.16521896631978789,-0.049312119044691835,-0.06044765775657731,-0.02913443069189379,0.16889062578877426,-0.16933279664321466,0.17550243880336477,0.21548285341057127,0.1972205638922644,-0.055974396470152794,-0.288266108578976,0.09753722108122398,-0.017626066796093846,0.2636326157836052,-0.11208545083395408,0.10951011405710118,-0.029528781983167718,0.017890167769343178,0.20844023644883738,0.06196714414655548,-0.014948750769825292,-0.16638234588231113,-0.2221058576858115,0.22510891145566683,0.13946169287868712,0.22272072962309092,0.07908583908041336,-0.02995709796195703,0.037242568293754476,-0.04840257989877712,-0.2107997927792676,0.030994450584270326,-0.06912360419143965,0.1247943528235912,-0.07517399164089913,-0.09264905521897862,-0.07341953836062762,-0.13810221882716342,0.03417174540424173,0.023051218768910843,-0.04135885937055187,0.2858132639367241,0.16356903690060284,-0.09904108807750157,-0.15000014343452428,-0.17632740828519428,1
-0.1096480738542365,-0.017336228237065567,-0.08055893971913564,0.09623240137382867,-0.049154993579890935,0.21467167714288354,-0.13581785267062957,0.058813271134370224,0.010525322507126482,-0.06846717251926462,0.23405194941386745,0.0518821382192014,0.32096510642701936,0.10272780211087863,-0.2123433802646638,-0.0840805041025977,0.01668632127315632,-0.09472948232185638,0.22434295476591132,0.06131386525699446,0.07309500817906353,0.39381263060799293,0.07212704335828457,-0.07964108644247819,-0.0717792706214739,-0.23106299387106524,-0.013133614018321794,-0.03713086544883078,0.12758887818741566,0.03106277159342634,-0.4482432456540405,-0.29816747053125503,-0.016982395198387238,0.0025775333062359298,0.022520414089850296,0.10453290676896108,-0.25175143928197036,-0.28611297730108143,0.05990045039893391,-0.477132965905516,-0.10139253661088102,0.04675419806880532,0.1475491981151228,0.14235602508148426,0.09809354701839496,0.0028189686242364367,0.10078664698995417,-0.13036589087254358,0.17692461308332685,-0.05097131823343441,-0.08852496905698902,0.05181924140063093,0.19971444576581682,0.28818345858852035,-0.038822892335879974,-0.10179409518303328,-0.1384157011656124,0.08321568752753587,0.053088404430189515,0.07709543637694916,0.03363959077766372,0.10675863414499148,0.27293374742171217,0.16915771327188167,0.061648536626986425,-0.050067993553093076,0.09644162558847363,0.04784587385473418,-0.13963399050149466,0.028966197397198832,-0.1364735558303252,0.10612320094080173,0.042206912407487064,0.1454905935954087,-0.1357933939304959,-0.09875531412135483,-0.08749433855994392,0.09095328984351264,0.060221999314423916,-0.11778204997786887,0.033542727035791364,0.0776187823448883,0.03818070466136689,0.07554698200084971,-0.2860153019213527,-0.11558378377939015,-0.0977188480155241,0.07308797805300267,-0.20899048505792434,-0.07349965883994285,0.0300435437928192,-0.1783728409485284,-0.13649485651943297,-0.012504172064190707,-0.18654410236295102,-0.09832320529687293,0.09308556570911296,0.12781842733377966,0.026997488328866594,-0.2529572328824323,1
-0.24510064521959746,0.2006862357210865,-0.04322747612257023,-0.007288190678740389,-0.272538093061558,0.2755093224218692,0.1239360698727087,0.02202641145865512,0.2127106428790982,-0.12183834296306717,-0.03217364122599289,-0.1008245392321192,0.07579435892694598,0.06157235580448211,0.21217353241870118,-0.13788143049047458,0.07627787557193319,-0.09476212799420605,0.0439136500818095,0.15886420315614985,0.15859715756504428,-0.2358358275226397,0.0267337559024257,0.2883579546729847,0.01696851502411733,-0.0028678341952289767,0.1648806930359757,0.15164113697134368,0.0707922399437769,-0.28758381704644015,-0.04394402177621586,0.07759237850668334,-0.16470093715194695,0.24701452729580148,-0.031497839214765976,0.11422134042244514,0.1186839263981469,0.03633088307281068,-0.18561126200649575,-0.06635479536664325,0.22241856120118197,-0.04784257318535126,0.06390706021943163,-0.07589075357158967,-0.12754442373903735,-0.08766242434427664,0.009043785947615464,-0.14281724020161365,-0.04604547449462796,0.19824588634048806,-0.11630015971129501,0.06742518179934896,0.3712381331350064,-0.1549643509741176,-0.0033870518749886305,0.2195495233644197,-0.10302581764416265,-0.026146353795232682,0.0059791033474641,-0.10175941899939667,0.08989215818656714,-0.044765366540054405,0.1201126554075164,-0.17476993498943455,-0.1277537623002821,-0.1449285246582645,0.10580634699694028,-0.14934232526560473,0.05399045198637841,-0.33586822062537114,0.06146464413967284,0.10284164868128526,0.12822647921378705,-0.028069159105088764,0.015762121788718282,-0.05783828128094941,0.10573010988360472,0.0282487431855325,0.30831085015107185,-0.10871732537768361,-0.06659009997013976,-0.2429535716853407,0.001086742773676428,0.026512331833311566,-0.27847058707259276,0.27510391703905485,0.1270391792285761,0.1648369160713609,0.06946075353846305,0.1552494198880502,-0.18690394595315626,-0.07817683154762887,-0.19393819233162898,0.0995429745044435,-0.03804009872552234,0.16685495108684056,-0.2704715400853124,0.20445631428116035,-0.07768202093893628,0.07931495638721006,1
0.010164650949514903,-0.07151242322686094,0.15459492156777987,0.05411015149475647,-0.26510094664135386,0.08476793976242011,0.0702203784719791,0.09121510160943891,0.23966499260698454,-0.014813290783946675,-0.12556951087839763,-0.061227146723410314,-0.18557541258354948,-0.08478462707252851,0.1811173112937695,0.12174313129087455,0.21802442133216582,0.1481283027618593,0.05550496093539835,0.07687574514227588,-0.0044999242012814505,0.10166169034219755,-0.06354652048185591,0.051756921667979225,-0.19163152389534294,0.037089956755636005,0.33077679114958547,0.09229777852936817,-0.168927494982393,-0.02622271169009649,-0.04381856554714868,-0.13423115585456252,0.18125498879686275,-0.16485803352791842,-0.1375196820111767,-0.03808680094758089,-0.026382649028199985,0.17362622414011578,0.0924451002265805,-0.23883969690378404,-0.10446285940180908,0.019752785233850285,0.19540067386545157,-0.053401259074812954,0.14880634344808336,0.14379478752643096,0.04645365147805462,0.03210769586411856,-0.03481107499348158,0.05049445562735723,-0.09882651040105211,0.13736748924799097,0.1820091840719028,-0.0408175084839225,0.23365128635277965,0.08681103577744109,0.08909722892615843,0.00803101283338312,-0.11056136037121642,0.0069894845350793764,-0.0213792140088939,-0.13195253022857184,-0.20361839789788444,-0.12537043013477234,0.13400446270115943,0.22566249949174183,-0.09114700438848936,-0.4185702264318003,0.11306933279179644,0.06908757599014057,-0.06166918663694579,-0.24387319234462135,0.023103015866065342,0.49345084861930444,-0.1186892616192756,0.046588064514561725,0.07379042610468847,0.14999456236823172,0.1068589028707978,-0.02078614445231416,0.13216770502900257,0.048694296033870973,-0.13327515348253072,-0.2418152552490796,-0.4438423718780068,0.01652362182222369,-0.1466820176198356,0.049457354314102975,0.31790359516901856,0.0022824380768281466,0.1954441175547703,0.16565767432777118,-0.02244884866932807,-0.009896499145873535,-0.054687725418523674,0.038708920546452634,-0.024677337871386658,-0.18812729443138393,0.013712307505567685,0.040831964463780804,1
-0.26644393526061494,-0.004432192327292497,-0.0029590145475695555,-0.10906447032678866,-0.016651971574582564,-0.05364020063151462,0.08337031177119948,0.028298091336641074,0.11124899604922144,-0.05517662837276863,-0.135722860040677,0.23853097628155,-0.28441013848239294,0.06398929104791765,-0.17939703093791248,0.22713662618371014,-0.13174244344743885,0.07134229186636258,-0.17058422102598841,-0.017823339175816497,0.132554834015171,-0.10291495751251352,-0.18066063996648116,0.05231405334903015,0.10739323685242946,0.028554141526830938,0.17561061077495546,-0.018217773420994735,-0.04003895803673369,-0.03799306425122032,-0.18868113586139212,0.1668661174658092,0.18269119535413436,0.3145459508816309,0.22618826252072832,0.04559713247821166,-0.07788060595771884,0.028501337649595476,-0.022025728433927957,-0.08823039542500441,-0.06441443473241598,-0.23071936994865833,0.19217133922818047,0.07284733011601222,-0.016883088696132153,0.13823568411795317,-0.21531210140743695,-0.09398042048731618,0.07498062270509262,-0.20206249140385502,-0.00907721639728392,-0.1413390807205489,-0.1681933840213564,-0.08588147248580016,-0.2102658260541368,-0.1091014478133573,-0.010661599985680996,0.0054390530686150565,-0.009961071283223754,0.052882199709329746,0.06678306288510187,-0.003250666859150199,0.10560036718786685,-0.19388741973637197,0.04075229048403181,0.1747356079658993,-0.10844328929937788,-0.18125910548600369,0.0867762075400653,0.14616941264629152,-0.0434189291459175,0.25827657109675994,-0.27475028962939824,0.15389714156036127,0.06377959566102115,-0.1291881156438212,-0.022457654141018763,0.24296110246305225,0.10323691147012025,-0.07529829797302237,0.16515224988763322,0.15611166383112784,0.17089899884627496,0.14967609078524502,0.2011203464635995,-0.3370097212276274,-0.11716149198733446,-0.02307955349076622,0.1892538367296164,0.2973979634331527,0.09758425812423487,0.13105783368288831,-0.06743281019299219,-0.21692445754110212,0.40190359909272244,-0.17399080337609593,0.09749576501708453,0.002274281964128704,-0.1896022220354351,-0.019253122914501222,1
-0.24283581623985573,0.09864071216435819,0.15044521337755656,-0.026019517817331004,0.15274701085308168,0.037167679261665997,-0.07798168634842728,-0.20941259528833744,0.04948024101039907,-0.07637897062615699,0.04286916495978646,0.21179747780258762,-0.224880871212239,0.31599756595745604,-0.17885795008225008,0.16312255592857505,-0.13004745984918603,-0.09113166813209372,-0.1340074051547267,-0.05549459746932381,0.02427789041522394,0.4167636489459567,-0.12544945291577786,-0.12373918702447935,0.21755157644457815,0.1470518020889362,0.1903161815010776,-0.008171039046041046,0.021832749683789378,0.14169323099304804,0.3166656396404738,-0.08889425973848947,0.0860536787133355,0.1396673535438924,0.18523490523131697,0.2136007033783716,-0.14303078901688598,-0.009408503633592349,0.08100401603300508,-0.06976514075529207,0.08998447962417418,-0.07145394132082945,0.0038540387750153325,-0.06828711337597403,0.06568072637929981,0.09532712093741305,-0.026337851330710777,-0.15472129794616657,-0.015251534335323577,-0.021400089284660268,0.1253837131792789,-0.06009800684238094,-0.10100425115197342,-0.15538624635839082,0.30813416029496304,-0.07137345307230906,-0.31710283714701193,-0.10861079261075521,0.08833634133704948,-0.1396386043508175,0.10002817642039441,-0.2458958241922372,0.0968494198059694,-0.18586635297513032,0.0409456359431622,-0.01770791012767085,-0.0038580470438556993,-0.1173857394490356,-0.016352959744513014,0.05106609444987274,-0.024897224110177155,-0.06195195658381396,0.11092335201258391,-0.17914420849338328,0.056491089868657175,0.03253163967911864,-0.4050019918419915,0.14110657345297217,0.2615986342279441,-0.16419197349261294,-0.07331854023317352,-0.25365879863560226,-0.010727643615087133,0.3119424367909812,0.2858872642252399,-0.006662319534774195,-0.030889701674130493,-0.08326224979055707,0.03465510291024238,-0.024250985055859667,0.08755941061615388,-0.03187753188448515,0.04611972716000059,-0.1810160304938438,-0.01468354072605241,0.0060322144089613,-0.14880965801877893,-0.11389036408497272,-0.04336901514481081,0.20017320001290298,1
0.40217422698335603,-0.07170690293351045,0.21003315992438687,0.20325271168732104,-0.0008307056406955909,0.11658657668002896,0.08331738540488581,-0.008987675250792453,0.08403671032138602,0.11148676013862918,0.034009164298227375,0.11922619177336427,-0.04235609936011166,0.04558805718296419,0.12132044151710206,-0.0424630048459836,-0.05615839754091116,-0.07511002528735079,-0.04586609015578913,0.13148880699324833,-0.14528667443653578,-0.042183463706141365,-0.010189911671217819,0.1611595941129307,-0.049382981451237595,0.10043684188739221,-0.270081733455529,-0.12135066025801022,-0.12310540456815057,0.1599832254164087,0.27394133310365976,-0.1832697807710096,-0.052854799348518486,-0.060469806272164514,-0.1818164829788642,-0.026728811544758674,0.17881109625214572,-0.30093616305890636,-0.2023843348864081,0.18394354448115982,-0.21052989817473522,0.15810513691985295,-0.21525928249781934,0.20851891552652801,-0.0951027983444812,-0.07973965759003368,-0.1413311386005251,0.08279224366472476,-0.012801661979589082,-0.4336252919533137,-0.044155836576960886,-0.14099179847911958,0.19381260833790695,0.16749310803882694,-0.08123272220271825,-0.17297322802839923,0.027173456308547582,-0.05014816200883533,0.00903881012168319,-0.017925388525139613,0.06512196336262029,0.1945813439189911,0.017832811872026528,0.27332605509005425,-0.23748714156437667,0.12553388698126264,0.03347896762701119,-0.12202178421645918,-0.07541599720724707,-0.065542346746992,-0.20408539344029017,-0.3763065615407928,0.12442683750641234,-0.12563925854758304,0.07100444011490184,-0.1014478372486673,-0.008686056050484475,-0.12066421897617702,-0.054660993455571,-0.1315799102064481,-0.10518564942290798,0.08407968122841869,-0.11393981314525399,0.24289434389884762,0.04026670686539931,0.04368589872855253,0.04644602437445849,-0.09125029968187998,-0.16367003652090692,0.051707850256059174,0.036824691728250966,-0.182123626683973,0.12287294091069927,0.3431936493399795,0.04365157728262132,-0.0854747116563035,-0.1317977337294917,0.1488524775029309,-0.06115930301484197,0.08247240039988513,1
0.32706952117956223,0.25816801028243835,-0.14427753252142964,-0.025659512379744887,-0.07539471883211156,-0.022443430112153273,0.019461846208308056,0.10346244580757191,0.161728304145484,-0.1769316075804737,-0.08295962306452082,-0.056641162878566534,0.09901842452532361,0.002350434917629679,0.021557330619689407,-0.01046969031053431,-0.12856175046431934,-0.07793117165061517,0.1931174101967587,-0.05395884332766831,-0.054526074907302866,0.07470564042837143,-0.08190062546884697,0.15454964235820565,-0.0779632475117958,0.2968683568689937,-0.1317591987533368,-0.0816057479766315,-0.0835973221803126,0.02830245855202623,0.2122531739289228,-0.0862689058009905,0.43510207589334127,0.06355035068952332,0.04050690940559543,0.18978673258780712,-0.05720955039100831,0.03117374884560959,0.04043529876370591,-0.09943754729155119,0.05266271552042179,0.133911408616048,-0.012542004222846315,-0.24728601826895935,0.25304114330897326,0.17107337425436436,0.28500499632035464,0.2999826309586605,-0.00010259249951748357,0.2494308201287025,0.06350755616423985,0.14214178588442408,-0.035079377600815406,0.33335390975361223,0.25871310969204164,-0.08953926435083329,-0.1739461072582033,0.08725239591282062,-0.09694228082242773,-0.18518537361429868,0.09189993131996352,-0.06860064604954717,-0.13915651108587632,0.03191324591563713,0.30171066457580825,-0.17395517185001907,0.18883584060145425,-0.05020899949185603,0.07749119344591876,0.006605202978590444,0.007143743962602251,-0.23785792311132722,-0.12589873909009722,0.13444461719968614,0.03344171762417324,-0.021219532165838106,-0.025852133921215652,-0.27147766483597674,-0.28818795147705,0.1542903247610632,0.050902675825145786,0.17370823879904074,-0.15601083320552428,-0.009326550117335644,-0.15633377159314255,0.1962126807362192,-0.14493080377832002,-0.09336063212398885,-0.032221839483532314,0.035170473856752274,-0.12141292997069596,-0.1578007040565847,-0.10547170132987416,0.002773176328810099,-0.0013303647343707746,-0.05001601187160154,0.09127697993795056,0.060144205405521775,-0.14354241722335748,-0.14226738138650882,1
-0.3410161989565064,-0.14037034151175198,0.21595379475452153,0.1640132010776726,-0.01971353907115675,-0.15102554005928176,-0.2314762553930485,-0.12032033464774458,-0.020133784733030298,0.1828041828236001,-0.2625718028164762,0.16701960490490447,-0.12170973819935728,0.26730043184408325,0.04142094588336135,-0.2123299459616621,0.043332616912837636,0.11530289336316371,-0.09466053729699567,0.3418852159792639,0.1095729735009035,-0.14694015940272465,0.17968698590985197,0.044557487014146316,-0.18971846235459147,0.18952419345498045,0.1405922167213573,0.029174174155163754,-0.021636519859029448,0.02913816662722117,0.0030558433640028495,0.08450470913857223,-0.11996679226403115,0.1500703978429861,0.2375584847897022,0.06054647390350381,0.08529264410687004,-0.042864678946962276,-0.21411863988628604,0.12139186704976018,-0.10806614429247402,-0.10505710191019849,0.00783063017218306,0.13884860677540184,0.17664873054743466,0.024366454872946225,-0.2812317854396612,-0.13546493562958845,-0.08071563375079618,-0.1655678074238382,-0.09783621607559509,-0.08462974481175638,-0.06338439330580896,-0.10464309810047581,-0.12294716943279949,0.19695147667358942,-0.17704393538028723,0.09620939241592952,-0.2735322304997122,0.051362668223962876,-0.09012957323063095,-0.0696271353178726,-0.21415144197414854,-0.17808554055406084,-0.06765736625787112,-0.2609632189646797,-0.03243259615147212,-0.3043894036769879,-0.12313994666734845,0.30060785886611285,-0.02272060282038081,-0.15416513424703088,0.11044857303842073,-0.11736697204768945,0.2855460590402512,-0.012779196504898501,0.17709355229250065,-0.030071835970641544,-0.053105610274868514,0.09398846704192487,-0.2797014677486692,0.10546720552696123,0.1017920721247475,0.1350288477716361,0.017394171870940396,-0.0013889282523734925,0.09076475913929948,0.10390686196485976,0.09261523954381351,-0.023016793926655083,-0.04358233153690232,-0.06563952107507018,0.11416546664024435,-0.20349714210664294,0.005244887006149026,-0.13118736748607535,0.11034521777966738,0.15476368385884984,0.022197017728658182,-0.027525511325074116,1
-0.09712646843563813,-0.08173132196468942,-0.0018027649224996258,-0.16797228589678637,0.03764552510696753,0.048736084288631354,-0.18951589159303017,-0.1259140258669228,0.2764158842822316,-0.15893753620112996,0.24855130850228185,-0.19027241195489636,0.09833838919295397,-0.08281476647191709,0.001769171629356798,-0.010158412489574536,-0.03821920039861512,0.09489250545754636,-0.028879613368305836,-0.06253779802758441,0.10145182901194261,0.027660371918201025,-0.07036492723507547,-0.1569966924715963,-0.11494963707366462,-0.013961787465542112,0.01054408372637912,0.24116588479977996,0.16692833522418213,-0.264518427533755,-0.1376686726066362,-0.10052456763804389,-0.16316851802561963,-0.09208697796069928,-0.0016884165415006498,-0.1253016779943723,-0.0027445550670862624,-0.19897848187848852,0.17041346652408282,-0.07315931975943182,-0.19298430971934816,0.12385115624397636,0.318361161488807,0.03251867996329795,-0.12003548442152036,-0.2422912292510038,-0.031415770099302076,-0.014990515324818739,0.18327336124892085,-0.0040480649507298105,0.1366560212550626,-0.009335617280576783,0.246738853462345,0.10098255202657759,-0.013070567089792491,-0.0002880306379389357,-0.17230311142603855,-0.07371799725837389,0.004660934610351124,-0.049499711437004476,0.2030609723723106,-0.06955416591160864,0.0477860929635006,0.18266591235069077,-0.22543951089460273,0.11169219704433155,0.1364089562873636,-0.4293291178087424,0.25167859425230743,0.04440846955234994,-0.1746233635639003,0.09811995097377721,-0.14700699554153612,0.13159680794200013,-0.04889547499660206,-0.12555148619400622,-0.16474544440380515,0.1017386120783218,0.17438429571730338,-0.04039089659711674,-0.1673018057654641,-0.06256405906252549,0.006574006596454724,-0.09061265250741855,0.21640150470600306,-0.06110975016970132,-0.11467519229431354,-0.004439347094773711,0.2171093602909781,0.36476430714778246,0.06902838377494491,0.3027826560981426,0.04499479379055577,-0.1848781427752897,-0.2472166638035992,0.2601952203689879,0.05221582557815824,0.07602755695109953,0.13632957600991785,0.10682681532254473,1
