x,y,etiqueta
8.753939199972224,-0.993486255903261,1
10.599923099144618,0.21440685220509959,1
8.857843005982902,0.36477045647952405,1
12.029839605907771,-0.9639821949983243,1
10.01181804394361,1.214763282239389,1
10.249565857742315,1.1309449213472658,1
9.261004082439364,-2.3040833002661762,1
11.65617304530532,-0.33987907048097266,1
9.22321953211429,-1.628962338852561,1
10.762757564020152,0.6177381385971974,1
8.642698066514638,1.2101879889969895,1
10.430481677659717,-0.7879255394664885,1
7.64038970700841,-0.5960313307126979,1
8.818369165216598,0.9476840904197456,1
10.446734189195498,0.11484970541881762,1
8.783044050555125,1.3630389406747703,1
10.002246016893414,1.7968805043937137,1
10.32671175505499,2.2302814514764515,1
9.97448516006484,1.7660019426900475,1
10.090768378507095,0.8943465931991973,1
9.884295826732185,-0.11949362089948029,1
9.107049440920012,1.3145624618375469,1
10.781195200960335,0.440492792319799,1
8.969260824762982,-0.31185609355879845,1
9.90657974012427,0.840968269293257,1
8.309547593434987,-0.5681323558069237,1
10.533639492762994,1.5910593660440528,1
8.73957782102743,-0.49617755980717027,1
10.915966013183628,-0.22881996786908942,1
11.699104027184438,-1.3463928170027901,1
8.935417387540097,1.0085582668765318,1
8.61577473149974,-0.7277037049206739,1
10.644759423478986,0.5378160435859588,1
11.011440071119633,1.5885570843875736,1
8.55230911783069,1.109126511883123,1
9.761244031480718,-0.1772709032499964,1
9.618150992160887,1.8553370386932901,1
9.433717597715251,2.1309322973297466,1
13.566920009768495,1.240532899216705,1
11.520674653019888,0.395920156230172,1
9.044774342395733,0.9338241802464475,1
10.45767967661634,0.4388426010476073,1
9.443710856500505,1.849083101779449,1
7.722228152086119,2.0294666042343623,1
11.092123297986696,1.3365653741860029,1
9.08799964451899,1.4222347388567795,1
9.474425582216355,0.5239955767104392,1
10.079063124057017,2.0335622324050058,1
9.07538540588487,0.9818698898446953,1
9.773826006171698,0.14259956400421292,1
10.06311328914599,3.1010032415363735,1
10.182923221607934,-0.5564625886509349,1
10.028106759575554,-0.5253528026034173,1
10.256818743187095,0.77039383911361,1
10.25385431445051,1.1690850266242607,1
10.946714985409828,0.4014811634686908,1
10.839697301864206,1.2451342652407442,1
8.7569879000538,0.8280304659946984,1
11.617128393352406,0.401330931460254,1
10.919427125750104,1.851675201317522,1
8.799015150009781,1.6138539391756495,1
7.79918906989556,0.029466788235698038,1
8.968497983380713,2.4715574557548665,1
9.948033973654711,1.1712000330569388,1
10.068314695991658,0.631172895834256,1
10.169405473253766,1.1656561467472,1
11.442577702312901,-0.5781078137819375,1
10.354207996366714,0.569166555868845,1
8.71533818111691,2.1533243944694904,1
8.657410280669788,1.6419169149960582,1
9.504250929809448,2.096442137029712,1
9.464344599501578,1.4663801748932903,1
8.93508917276727,1.051000143154545,1
10.783256270040503,1.2270224615894374,1
9.176844974183213,1.7394979956900736,1
10.900941534035635,1.2503348290482719,1
10.586717074529462,1.0510583833729887,1
8.835415997176938,2.461036098732516,1
9.456438611746053,2.6186193402148423,1
10.040951185880333,1.808141996472314,1
9.48052065480676,1.8007568262609934,1
