Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Class
-2.200083543628197,-0.8301930469813315,-1.5220249683119145,-1.590083739330603,-1.6501557730961458,-0.19882136328897937,0
1.3183861316805578,0.4819717506826437,0.795577407026666,1.253927357734123,1.2568062835223601,1.020891023258918,0
-0.31553264776471596,0.8251290087039282,2.798456930934827,1.2046498866487452,0.6502293592292342,0.6912575992587605,0
1.0441509449395245,2.0438881165956375,-1.4292956039028801,-2.0664067942263387,-3.2963124036794405,0.17590863656517433,0
-0.055319222581545584,0.4780791915274055,-1.0550673489410891,-1.4039161606998454,-2.4045830780557482,-0.3857669592620788,0
-0.42638657462985696,-0.7367581086948737,-0.6395350864000982,-0.3927394409673371,-1.2317793170361027,-1.1028095440960641,0
-0.5504523183328621,-0.8548787864557736,-0.793466004024657,-0.13541301143931614,-0.7575425641604692,-0.04140462484688943,0
-0.1257083339994495,0.32176613245333974,-0.14332677070189134,-0.09123692724433738,-0.594799689830708,0.17857904088553345,0
1.2407662622197748,0.8816939144805747,0.8964716646033284,0.7702356434826326,0.11389424204289465,1.0677984948908095,0
0.5333812806159147,-0.19200118709573397,1.6026551032362797,1.6493925223150914,1.2014611709436818,1.8508938106355666,0
-0.3739960344381559,-0.8194685767054969,-0.7593768393193793,-1.536041225811617,-1.6771032075204273,-1.5251075079272678,0
-0.8956199372521754,2.096843385596948,1.3535558544439799,-0.33589250302541435,-1.3252323000973094,0.2856520349414808,0
0.2404920888800652,-0.4356638728934591,1.4189093807030384,0.9221676368590552,2.088693672826565,2.4629440952817467,0
-0.797241530001681,-0.3002702409369945,-0.8300522597640165,-1.0186796425987903,-0.8557405987716509,-0.57769996334961,0
0.9037265056566478,0.39035213710101846,0.5058704203657294,0.4454515686032532,1.2491115238033068,1.0978325830654097,0
0.00890857432996589,1.1966744584204088,-0.19190709359232702,1.1749821170073118,-2.7246828576890487,-0.12896828355583984,0
0.23674245049654166,0.32347169941226467,0.6845192342966689,-0.1636066850889943,1.2419417031054334,-0.32656201346169983,0
-0.5954742059930449,-0.6046788984473663,-0.9497622413461608,-0.6933391723703372,0.28373215951512365,-0.13158138547981188,0
1.55755804556072,1.458511484545031,1.5737963308245007,1.3551043057928076,0.4724712026832446,1.2412912722662997,0
0.032862209304456214,-0.038120498361507195,0.26481480362623,-0.42924176767152344,0.33125958455505117,-0.2099544974049353,0
-0.576355271122113,-0.6158724938953375,-0.6128962717453189,-0.5485486875572003,-0.5364826319029624,-0.606583313388381,0
-0.26927791043990473,0.33612371035327293,-0.8050327459517261,-0.6406858447937739,-0.4227221509553141,-0.7858858528238769,0
0.4237113224695301,0.5676196180224043,-0.055808015566687984,0.12526911633038243,0.14848163044564963,0.5652987692030899,0
2.7978129281737747,2.569685519589409,2.099469521277871,3.3872228287227384,2.4150006227963026,2.6661189526044504,0
1.7394673475005509,1.0829143544016002,0.8782135530984978,0.27162513805770416,-0.6816053409420021,-0.7643696173455581,0
-0.09664673586482146,-0.36810510569365723,0.7486523744304877,0.1900564567899852,1.1216156792143488,0.1110884589802414,0
1.14732992982097,0.5347707069627052,1.7944016674601577,1.4810313486453779,1.8595142319009381,2.6637610362612567,0
0.8103198122713464,0.4651674428071224,0.6428925863166506,0.5896021529153331,0.5178294457444285,-0.3807799444186351,0
0.05499675728044298,-0.06227949689376999,-0.9854426795424938,-0.44550207589277613,-2.082422691263679,-0.6163712604901147,0
